"","sire","dam","id","loci","n.loci","LLRdam","LLRsire","absLLRtotal","dam.batch","sire.batch","Fertilization_pairs"
"80","adapter_trim.F1-B14-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F2-J6-pH75.bam","CM084265_1_794877.0, CM084269_1_1567360.1, CM084278_1_22657588.1, CM084275_1_1304704.1, CM084264_1_73291573.0, CM084276_1_38285682.0, CM084265_1_59221155.0, CM084278_1_20742383.1, CM084274_1_42859637.1, CM084279_1_32640622.1, CM084279_1_992716.1, CM084265_1_67424061.0, CM084268_1_24031246.1, CM084271_1_257149.0, CM084276_1_12392691.0, CM084271_1_1033792.1, CM084277_1_30168398.0, CM084273_1_31862599.0, CM084269_1_4625304.0, CM084275_1_25393422.0, CM084264_1_69862119.1, CM084265_1_59221213.1, CM084278_1_22667320.1, CM084272_1_33503437.0, CM084278_1_17460152.0, CM084274_1_4694202.0, CM084278_1_20735956.0, CM084276_1_38787722.0, CM084271_1_3823416.0, CM084265_1_71825876.0","30","-0.22","-0.36","0.58","3","1, 4","FALSE"
"81","adapter_trim.F1-B14-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F2-J65-pH75.bam","CM084268_1_28845501.0, CM084272_1_11675265.0, CM084264_1_70175562.0, CM084276_1_2855158.1, CM084269_1_15799403.0, CM084277_1_30027552.1, CM084267_1_2081906.0, CM084276_1_62244.1, CM084278_1_16774412.1, CM084264_1_74076720.0, CM084266_1_64725843.1, CM084268_1_82411.0, CM084271_1_218855.1, CM084264_1_2740163.1, CM084274_1_4730203.1, CM084264_1_66439902.1, CM084275_1_327388.1, CM084274_1_7310951.1, CM084267_1_2163720.0, CM084277_1_29782028.0, CM084274_1_4730089.0, CM084265_1_71820726.0, CM084274_1_4696973.1, CM084276_1_37352348.1, CM084269_1_4635085.1, CM084265_1_71794141.1, CM084266_1_68320526.0, CM084271_1_43860422.0, CM084269_1_45423025.0, CM084278_1_15228710.0","30","-0.24","-0.16","0.4","1, 4","1, 4","TRUE"
"82","adapter_trim.F1-B14-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F2-B19-pH75.bam","CM084265_1_72071381.0, CM084264_1_61167131.1, CM084274_1_11694583.0, CM084264_1_66561947.0, CM084272_1_36474160.0, CM084264_1_70355068.1, CM084276_1_2855799.1, CM084273_1_32683023.1, CM084274_1_4795052.1, CM084268_1_50315.0, CM084264_1_70471578.0, CM084271_1_1052214.1, CM084268_1_276460.1, CM084277_1_5803909.1, CM084264_1_2740171.1, CM084274_1_4694230.0, CM084265_1_64196870.0, CM084264_1_72075482.1, CM084268_1_9292527.1, CM084272_1_18574376.1, CM084272_1_36474233.1, CM084271_1_39686056.1, CM084264_1_69294926.1, CM084264_1_65945.1, CM084276_1_38960936.0, CM084277_1_5804551.0, CM084267_1_11257260.0, CM084278_1_8558512.1, CM084271_1_19655964.1, CM084272_1_18553681.1","30","-0.31","-0.35","0.66","3","1, 4","FALSE"
"83","adapter_trim.F1-B14-pH75.bam","adapter_trim.F1-B17-pH75.bam","adapter_trim.F2-J24-pH75.bam","CM084266_1_57885157.0, CM084278_1_23541053.1, CM084268_1_50323442.1, CM084266_1_68478650.0, CM084276_1_38072633.1, CM084265_1_71925202.0, CM084274_1_4694558.1, CM084276_1_11705154.0, CM084279_1_10151202.0, CM084275_1_38169338.0, CM084269_1_43528677.1, CM084266_1_67239927.0, CM084267_1_52112064.1, CM084265_1_72368299.0, CM084271_1_379052.1, CM084265_1_71265331.1, CM084265_1_73061238.0, CM084264_1_70456944.1, CM084276_1_37352348.0, CM084273_1_31862312.0, CM084277_1_30168073.1, CM084266_1_57889053.0, CM084269_1_1526868.0, CM084267_1_5830233.0, CM084267_1_2135737.1, CM084270_1_8444546.1, CM084269_1_40438751.0, CM084266_1_58087794.0, CM084267_1_2652774.1, CM084272_1_43469486.0","30","-0.47","-0.07","0.54","1","1, 4","TRUE"
"84","adapter_trim.F1-B14-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F2-B5-pH75.bam","CM084264_1_69303583.0, CM084268_1_50792945.1, CM084271_1_44104315.0, CM084270_1_4920915.1, CM084266_1_69723117.1, CM084265_1_46089269.0, CM084279_1_1072351.0, CM084279_1_32640576.0, CM084264_1_72118697.1, CM084268_1_23612506.1, CM084270_1_47103324.0, CM084270_1_10495951.1, CM084270_1_46589385.1, CM084265_1_70595157.1, CM084274_1_4695205.0, CM084265_1_71820726.1, CM084265_1_786811.1, CM084267_1_11257220.1, CM084271_1_337313.0, CM084265_1_70801089.0, CM084277_1_31296163.1, CM084269_1_45438499.1, CM084278_1_16767353.0, CM084278_1_14913766.1, CM084272_1_26336261.1, CM084271_1_43860460.1, CM084269_1_43523784.0, CM084269_1_35642171.1, CM084270_1_46589386.0, CM084269_1_40336207.1","30","-0.26","-0.19","0.45","1, 4","1, 4","TRUE"
"85","adapter_trim.F1-B14-pH75.bam","adapter_trim.F1-B21-pH75.bam","adapter_trim.F2-J70-pH75.bam","CM084278_1_22644846.1, CM084278_1_5144630.1, CM084264_1_72054205.1, CM084265_1_70589360.1, CM084264_1_74191574.1, CM084272_1_43480818.1, CM084266_1_68320526.0, CM084264_1_68688356.1, CM084268_1_50202371.1, CM084274_1_4792256.0, CM084266_1_69806293.0, CM084270_1_8242343.0, CM084265_1_72071381.0, CM084264_1_69275359.1, CM084271_1_3816215.0, CM084276_1_38773525.1, CM084276_1_38552579.1, CM084268_1_1508049.1, CM084275_1_327918.1, CM084274_1_4727318.1, CM084276_1_37355346.0, CM084269_1_1558052.1, CM084265_1_70799357.0, CM084271_1_289999.1, CM084264_1_68685021.1, CM084278_1_5142968.1, CM084265_1_69004202.1, CM084266_1_62468799.0, CM084279_1_10147216.1, CM084272_1_33578227.1","30","-0.28","0","0.28","1","1, 4","TRUE"
"86","adapter_trim.F1-B14-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F2-J49-pH75.bam","CM084278_1_23536520.0, CM084276_1_37352422.1, CM084268_1_28845439.0, CM084270_1_4920935.0, CM084265_1_72071366.1, CM084278_1_23541019.0, CM084265_1_69009992.0, CM084269_1_15826462.0, CM084268_1_4036222.0, CM084271_1_3814148.0, CM084276_1_6688311.0, CM084274_1_7449618.0, CM084265_1_1062161.1, CM084266_1_70940178.0, CM084266_1_68478650.0, CM084269_1_39737155.0, CM084266_1_69315469.1, CM084265_1_60215543.1, CM084275_1_524596.0, CM084279_1_10147284.1, CM084279_1_16586120.1, CM084264_1_70175551.0, CM084272_1_18170845.1, CM084266_1_68659869.1, CM084265_1_1229890.1, CM084271_1_344493.0, CM084264_1_70174612.1, CM084271_1_43868179.0, CM084265_1_71820726.0, CM084264_1_74273479.0","30","-0.28","0.11","0.39","1, 4","1, 4","TRUE"
"87","adapter_trim.F1-B14-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F2-J62-pH75.bam","CM084274_1_4869924.1, CM084264_1_75278300.0, CM084267_1_5952857.0, CM084265_1_72368172.1, CM084273_1_31864421.1, CM084278_1_24948349.0, CM084269_1_45420483.0, CM084276_1_38772791.1, CM084270_1_4920911.0, CM084277_1_31296172.0, CM084275_1_667184.1, CM084269_1_12905597.0, CM084274_1_6125439.1, CM084276_1_38772791.0, CM084276_1_771542.0, CM084265_1_19672164.1, CM084273_1_31865409.0, CM084265_1_64586070.1, CM084275_1_35717367.0, CM084266_1_64723799.1, CM084272_1_33453681.0, CM084267_1_52593775.1, CM084267_1_5161043.1, CM084265_1_71925202.0, CM084266_1_68883042.1, CM084277_1_1868699.1, CM084273_1_7839325.1, CM084264_1_73926180.1, CM084269_1_45238132.1, CM084267_1_2908852.0","30","-0.42","-0.28","0.7","1, 4","1, 4","TRUE"
"88","adapter_trim.F1-B14-pH75.bam","adapter_trim.F1-B17-pH75.bam","adapter_trim.F2-J50-pH75.bam","CM084274_1_5028288.0, CM084277_1_36519423.1, CM084278_1_23554760.0, CM084267_1_2233926.0, CM084271_1_37237146.0, CM084271_1_30532481.0, CM084267_1_5168533.0, CM084269_1_1549398.0, CM084266_1_70940178.1, CM084266_1_69085566.0, CM084274_1_4788646.1, CM084279_1_160989.0, CM084271_1_3819803.0, CM084269_1_4636883.0, CM084275_1_1304711.0, CM084265_1_71827811.1, CM084269_1_39737118.1, CM084270_1_1559802.0, CM084273_1_31862042.0, CM084266_1_65298589.1, CM084266_1_66485296.1, CM084276_1_1855851.0, CM084270_1_8242343.1, CM084274_1_4727318.1, CM084278_1_16773822.1, CM084269_1_46858338.0, CM084278_1_23542095.1, CM084276_1_25975836.1, CM084268_1_273292.1, CM084277_1_30611511.0","30","-0.24","-0.08","0.32","1","1, 4","TRUE"
"89","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F2-J63-pH75.bam","CM084279_1_10151202.1, CM084265_1_64585921.0, CM084267_1_6420929.0, CM084266_1_64725843.1, CM084271_1_44104310.0, CM084278_1_22645215.0, CM084268_1_1508040.0, CM084276_1_38775920.1, CM084265_1_72636285.1, CM084269_1_43523945.0, CM084279_1_10151202.1, CM084274_1_42294261.0, CM084269_1_15813148.0, CM084275_1_39500153.0, CM084272_1_43331300.1, CM084264_1_65945.0, CM084264_1_2740285.1, CM084279_1_16586112.0, CM084269_1_15828545.0, CM084264_1_69902275.1, CM084274_1_4695205.1, CM084264_1_73886234.1, CM084271_1_44105575.0, CM084265_1_64196884.1, CM084271_1_43860417.1, CM084266_1_63195133.1, CM084270_1_46588167.1, CM084267_1_52896140.1, CM084274_1_4694578.1, CM084279_1_32973101.1","30","-0.21","-0.09","0.3","1, 4","3","FALSE"
"90","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B21-pH75.bam","adapter_trim.F2-J24-pH75.bam","CM084274_1_12659113.0, CM084276_1_1856905.1, CM084276_1_1856082.1, CM084274_1_4789702.0, CM084279_1_32915259.1, CM084274_1_4864445.0, CM084271_1_44086160.0, CM084264_1_6990362.0, CM084266_1_71166412.0, CM084266_1_70531191.0, CM084272_1_1891463.1, CM084265_1_70799357.0, CM084265_1_70799356.1, CM084267_1_8687374.0, CM084271_1_3816215.1, CM084266_1_69063995.0, CM084264_1_72118697.0, CM084276_1_37352348.1, CM084274_1_4695204.0, CM084264_1_73931171.0, CM084264_1_70175500.1, CM084271_1_379038.0, CM084279_1_1070294.1, CM084264_1_70210132.1, CM084264_1_26773650.1, CM084273_1_31862797.1, CM084269_1_15809862.1, CM084268_1_50225025.0, CM084275_1_25397333.0, CM084268_1_22932611.0","30","-0.2","-0.28","0.48","1","3","FALSE"
"91","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F2-J64-pH75.bam","CM084274_1_4869924.1, CM084264_1_75278300.0, CM084267_1_5952857.0, CM084265_1_72368172.1, CM084273_1_31864421.1, CM084278_1_24948349.0, CM084269_1_45420483.0, CM084276_1_38772791.1, CM084270_1_4920911.0, CM084277_1_31296172.0, CM084275_1_667184.1, CM084269_1_12905597.0, CM084274_1_6125439.1, CM084276_1_38772791.0, CM084276_1_771542.0, CM084265_1_19672164.1, CM084273_1_31865409.0, CM084265_1_64586070.1, CM084275_1_35717367.0, CM084266_1_64723799.1, CM084272_1_33453681.0, CM084267_1_52593775.1, CM084267_1_5161043.1, CM084265_1_71925202.0, CM084266_1_68883042.1, CM084277_1_1868699.1, CM084273_1_7839325.1, CM084264_1_73926180.1, CM084269_1_45238132.1, CM084267_1_2908852.0","30","-0.06","-0.33","0.39","3","3","TRUE"
"92","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B21-pH75.bam","adapter_trim.F2-J12-pH75.bam","CM084265_1_64585926.0, CM084276_1_56075.1, CM084276_1_4125650.1, CM084276_1_54402.0, CM084276_1_1500490.0, CM084266_1_69793931.0, CM084265_1_71827811.1, CM084267_1_5881718.0, CM084266_1_69141121.1, CM084264_1_70456944.1, CM084275_1_29098876.1, CM084272_1_18194995.1, CM084266_1_69051064.0, CM084265_1_60316111.0, CM084275_1_39502454.0, CM084279_1_1073128.1, CM084265_1_72368172.0, CM084264_1_69870956.0, CM084270_1_19464591.0, CM084276_1_38787722.0, CM084264_1_70471566.0, CM084265_1_71265272.0, CM084278_1_4074392.0, CM084274_1_4708733.1, CM084266_1_64725838.0, CM084278_1_279354.0, CM084271_1_379057.0, CM084278_1_20867809.0, CM084273_1_31862197.0, CM084265_1_72991915.1","30","-0.19","-0.5","0.69","1","3","FALSE"
"93","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F2-J2-pH75.bam","CM084278_1_23536520.0, CM084276_1_37352422.1, CM084268_1_28845439.0, CM084270_1_4920935.0, CM084265_1_72071366.1, CM084278_1_23541019.0, CM084265_1_69009992.0, CM084269_1_15826462.0, CM084268_1_4036222.0, CM084271_1_3814148.0, CM084276_1_6688311.0, CM084274_1_7449618.0, CM084265_1_1062161.1, CM084266_1_70940178.0, CM084266_1_68478650.0, CM084269_1_39737155.0, CM084266_1_69315469.1, CM084265_1_60215543.1, CM084275_1_524596.0, CM084279_1_10147284.1, CM084279_1_16586120.1, CM084264_1_70175551.0, CM084272_1_18170845.1, CM084266_1_68659869.1, CM084265_1_1229890.1, CM084271_1_344493.0, CM084264_1_70174612.1, CM084271_1_43868179.0, CM084265_1_71820726.0, CM084264_1_74273479.0","30","-0.19","-0.44","0.63","1, 4","3","FALSE"
"94","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B17-pH75.bam","adapter_trim.F2-J63-pH75.bam","CM084266_1_70181797.1, CM084264_1_68634815.1, CM084264_1_70391024.0, CM084264_1_73931084.0, CM084265_1_71899680.1, CM084265_1_1816564.1, CM084264_1_74989689.1, CM084266_1_68910397.1, CM084275_1_25400810.1, CM084265_1_59221220.1, CM084269_1_35627080.0, CM084265_1_66141830.0, CM084274_1_42473136.0, CM084279_1_10157014.1, CM084279_1_1079183.1, CM084264_1_75512053.0, CM084265_1_73060812.1, CM084272_1_9069881.0, CM084267_1_2165108.0, CM084264_1_70173615.0, CM084278_1_20591181.0, CM084276_1_38787722.1, CM084272_1_33462360.0, CM084268_1_276378.0, CM084272_1_9069881.0, CM084264_1_70175564.0, CM084268_1_3699581.0, CM084264_1_5215232.1, CM084268_1_14768218.0, CM084273_1_31865208.0","30","0.17","-0.1","0.27","1","3","FALSE"
"95","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B12-pH75.bam","adapter_trim.F2-J50-pH75.bam","CM084279_1_1072342.0, CM084272_1_41037487.0, CM084277_1_30168106.1, CM084265_1_72368258.1, CM084265_1_72091374.1, CM084267_1_2426156.0, CM084265_1_72178250.0, CM084277_1_29782026.0, CM084268_1_49720512.0, CM084270_1_4921025.1, CM084265_1_64735335.1, CM084271_1_3819803.0, CM084268_1_50321964.0, CM084265_1_24898691.1, CM084265_1_72368258.1, CM084278_1_20630020.0, CM084264_1_34297313.0, CM084276_1_37352348.1, CM084268_1_50323439.0, CM084265_1_58487818.1, CM084275_1_327911.1, CM084274_1_4793173.1, CM084269_1_4625304.0, CM084266_1_57888582.1, CM084275_1_524594.1, CM084264_1_26771521.1, CM084268_1_3704020.0, CM084265_1_69924624.1, CM084275_1_25397304.1, CM084275_1_23095308.0","30","-0.35","-0.02","0.37","2","3","FALSE"
"96","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F2-J43-pH75.bam","CM084274_1_5028288.0, CM084277_1_36519423.1, CM084278_1_23554760.0, CM084267_1_2233926.0, CM084271_1_37237146.0, CM084271_1_30532481.0, CM084267_1_5168533.0, CM084269_1_1549398.0, CM084266_1_70940178.1, CM084266_1_69085566.0, CM084274_1_4788646.1, CM084279_1_160989.0, CM084271_1_3819803.0, CM084269_1_4636883.0, CM084275_1_1304711.0, CM084265_1_71827811.1, CM084269_1_39737118.1, CM084270_1_1559802.0, CM084273_1_31862042.0, CM084266_1_65298589.1, CM084266_1_66485296.1, CM084276_1_1855851.0, CM084270_1_8242343.1, CM084274_1_4727318.1, CM084278_1_16773822.1, CM084269_1_46858338.0, CM084278_1_23542095.1, CM084276_1_25975836.1, CM084268_1_273292.1, CM084277_1_30611511.0","30","-0.23","-0.19","0.42","1, 4","3","FALSE"
"97","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F2-J28-pH75.bam","CM084266_1_57888961.0, CM084271_1_379038.0, CM084268_1_22040366.1, CM084265_1_71925442.0, CM084274_1_4862014.0, CM084274_1_42293378.0, CM084273_1_31863691.0, CM084274_1_4715467.0, CM084276_1_2841302.0, CM084269_1_46858338.1, CM084274_1_4788638.1, CM084268_1_50790919.0, CM084268_1_50679553.0, CM084278_1_20591212.0, CM084265_1_72926026.1, CM084269_1_45420488.0, CM084271_1_379032.0, CM084266_1_63167162.1, CM084278_1_22644747.1, CM084264_1_2740285.0, CM084267_1_6418250.1, CM084264_1_8112731.0, CM084264_1_2738113.1, CM084265_1_71925442.0, CM084272_1_43331300.1, CM084272_1_36474234.0, CM084264_1_73152528.1, CM084266_1_63468218.0, CM084264_1_64875158.0, CM084264_1_8112660.0","30","-0.35","-0.11","0.46","1, 4","3","FALSE"
"98","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B11-pH75.bam","adapter_trim.F2-J50-pH75.bam","CM084265_1_66141850.0, CM084271_1_43812187.1, CM084274_1_4864445.0, CM084264_1_74035920.0, CM084267_1_5881718.1, CM084274_1_4870197.0, CM084274_1_4708834.0, CM084268_1_18512798.0, CM084275_1_8878522.0, CM084279_1_993504.0, CM084276_1_38773525.0, CM084269_1_47265506.1, CM084277_1_30642880.1, CM084272_1_18194972.0, CM084265_1_72078910.1, CM084265_1_72368163.1, CM084275_1_524647.0, CM084276_1_1856078.0, CM084269_1_43524676.1, CM084264_1_72118705.1, CM084279_1_32971482.1, CM084276_1_935739.0, CM084267_1_2163720.0, CM084265_1_71925202.1, CM084264_1_8233152.1, CM084266_1_68319456.0, CM084272_1_33571767.0, CM084264_1_74076720.1, CM084268_1_50679469.1, CM084274_1_4863343.0","30","-0.22","-0.23","0.45","2, 4","3","FALSE"
"99","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B17-pH75.bam","adapter_trim.F2-J6-pH75.bam","CM084275_1_39502463.1, CM084277_1_29208305.1, CM084269_1_46689554.0, CM084275_1_25393266.0, CM084267_1_591197.1, CM084272_1_1308683.1, CM084272_1_11675265.1, CM084266_1_69314168.1, CM084277_1_10628711.1, CM084278_1_22667324.1, CM084269_1_15806965.0, CM084271_1_43868179.0, CM084274_1_4694263.0, CM084272_1_1327530.0, CM084279_1_31068246.0, CM084278_1_23540735.1, CM084267_1_832157.0, CM084271_1_218835.0, CM084269_1_12905562.1, CM084266_1_64002736.0, CM084270_1_8444534.1, CM084265_1_71820726.1, CM084276_1_37355346.1, CM084270_1_46588177.0, CM084278_1_4074299.1, CM084264_1_72912659.1, CM084264_1_71189798.0, CM084267_1_51248500.1, CM084277_1_30631457.1, CM084265_1_59221301.1","30","-0.42","-0.24","0.66","1","3","FALSE"
"100","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B21-pH75.bam","adapter_trim.F2-B11-pH75.bam","CM084265_1_64585926.0, CM084276_1_56075.1, CM084276_1_4125650.1, CM084276_1_54402.0, CM084276_1_1500490.0, CM084266_1_69793931.0, CM084265_1_71827811.1, CM084267_1_5881718.0, CM084266_1_69141121.1, CM084264_1_70456944.1, CM084275_1_29098876.1, CM084272_1_18194995.1, CM084266_1_69051064.0, CM084265_1_60316111.0, CM084275_1_39502454.0, CM084279_1_1073128.1, CM084265_1_72368172.0, CM084264_1_69870956.0, CM084270_1_19464591.0, CM084276_1_38787722.0, CM084264_1_70471566.0, CM084265_1_71265272.0, CM084278_1_4074392.0, CM084274_1_4708733.1, CM084266_1_64725838.0, CM084278_1_279354.0, CM084271_1_379057.0, CM084278_1_20867809.0, CM084273_1_31862197.0, CM084265_1_72991915.1","30","-0.37","-0.59","0.96","1","3","FALSE"
"101","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F2-J30-pH75.bam","CM084275_1_2509950.1, CM084274_1_4773495.0, CM084275_1_328861.1, CM084272_1_33453804.0, CM084279_1_1196447.1, CM084265_1_64581822.1, CM084265_1_73060663.1, CM084269_1_1567498.0, CM084264_1_70174663.0, CM084276_1_935739.0, CM084271_1_44083919.0, CM084278_1_23555170.1, CM084272_1_1894337.1, CM084272_1_1891463.1, CM084276_1_4238176.1, CM084275_1_1304711.0, CM084276_1_6688311.0, CM084268_1_28845439.1, CM084279_1_32644179.0, CM084275_1_39491731.1, CM084265_1_72368298.0, CM084273_1_32683016.0, CM084277_1_18535878.0, CM084272_1_1144109.1, CM084265_1_71925203.0, CM084272_1_1894338.0, CM084275_1_400262.0, CM084275_1_23083657.1, CM084272_1_33503418.1, CM084272_1_33597658.1","30","-0.3","-0.27","0.57","1, 4","3","FALSE"
"102","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F2-J25-pH75.bam","CM084271_1_37237146.0, CM084267_1_9176202.0, CM084265_1_1816585.0, CM084268_1_3697521.1, CM084270_1_32126728.1, CM084275_1_25395524.1, CM084271_1_44070313.1, CM084264_1_26777914.1, CM084271_1_30532481.1, CM084265_1_69915221.1, CM084277_1_29208310.1, CM084266_1_65298589.0, CM084278_1_20734376.1, CM084279_1_10150672.0, CM084275_1_4345059.0, CM084274_1_4796079.1, CM084270_1_32126729.1, CM084274_1_4796888.1, CM084268_1_49082756.1, CM084274_1_4695205.1, CM084272_1_33589893.1, CM084264_1_64489814.0, CM084275_1_29098881.0, CM084270_1_8242343.0, CM084264_1_74721251.1, CM084275_1_23095998.1, CM084272_1_18188620.1, CM084278_1_4074311.1, CM084267_1_13261525.1, CM084269_1_12905572.0","30","-0.31","-0.49","0.8","1, 4","3","FALSE"
"103","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F2-J70-pH75.bam","CM084269_1_1556253.0, CM084267_1_6420828.0, CM084275_1_660866.1, CM084271_1_26325716.1, CM084270_1_10496921.1, CM084278_1_22667330.1, CM084274_1_29871125.1, CM084264_1_68689028.0, CM084271_1_37244915.0, CM084266_1_69085644.1, CM084271_1_19934424.1, CM084266_1_69314162.1, CM084274_1_4795468.1, CM084279_1_1072367.1, CM084276_1_36515301.0, CM084268_1_276378.1, CM084277_1_36522229.1, CM084279_1_10149633.0, CM084264_1_72075479.1, CM084279_1_10157014.1, CM084267_1_50994193.1, CM084278_1_23540735.1, CM084274_1_4695106.1, CM084275_1_23095265.1, CM084264_1_75512070.1, CM084274_1_4708063.1, CM084276_1_38772790.1, CM084273_1_42253181.1, CM084266_1_71149023.0, CM084277_1_30026693.1","30","-0.44","0.09","0.53","3","3","TRUE"
"104","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F2-J9-pH75.bam","CM084264_1_69303583.0, CM084268_1_50792945.1, CM084271_1_44104315.0, CM084270_1_4920915.1, CM084266_1_69723117.1, CM084265_1_46089269.0, CM084279_1_1072351.0, CM084279_1_32640576.0, CM084264_1_72118697.1, CM084268_1_23612506.1, CM084270_1_47103324.0, CM084270_1_10495951.1, CM084270_1_46589385.1, CM084265_1_70595157.1, CM084274_1_4695205.0, CM084265_1_71820726.1, CM084265_1_786811.1, CM084267_1_11257220.1, CM084271_1_337313.0, CM084265_1_70801089.0, CM084277_1_31296163.1, CM084269_1_45438499.1, CM084278_1_16767353.0, CM084278_1_14913766.1, CM084272_1_26336261.1, CM084271_1_43860460.1, CM084269_1_43523784.0, CM084269_1_35642171.1, CM084270_1_46589386.0, CM084269_1_40336207.1","30","-0.56","-0.43","0.99","3","3","TRUE"
"105","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F2-B11-pH75.bam","CM084272_1_7002402.0, CM084266_1_65347078.1, CM084269_1_4628748.0, CM084279_1_1073112.0, CM084268_1_49721922.0, CM084279_1_31409239.0, CM084264_1_69303583.1, CM084278_1_22665042.0, CM084264_1_69287125.0, CM084271_1_37240198.0, CM084266_1_68643398.1, CM084271_1_379038.1, CM084265_1_70595159.0, CM084269_1_15823117.1, CM084266_1_65401967.0, CM084277_1_30168073.0, CM084269_1_15799397.0, CM084276_1_1500490.0, CM084271_1_19655939.1, CM084266_1_64164372.1, CM084264_1_71721959.0, CM084269_1_39736980.0, CM084264_1_39013.1, CM084278_1_20591128.1, CM084266_1_68919241.0, CM084266_1_69089438.1, CM084271_1_44075863.1, CM084271_1_44190417.1, CM084270_1_42348998.1, CM084269_1_42862803.0","30","-0.54","-0.46","1","1, 4","3","FALSE"
"106","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F2-J31-pH75.bam","CM084266_1_57886153.0, CM084266_1_59356462.0, CM084264_1_34294033.1, CM084275_1_23096151.1, CM084270_1_8444546.1, CM084279_1_10150313.1, CM084271_1_218835.0, CM084265_1_71795197.0, CM084267_1_13231056.1, CM084271_1_44073395.1, CM084276_1_2874158.0, CM084266_1_68643487.1, CM084268_1_3691704.1, CM084267_1_51346515.1, CM084279_1_32973101.1, CM084277_1_6198938.0, CM084266_1_65576820.0, CM084269_1_40338578.1, CM084268_1_1326643.1, CM084277_1_36519423.0, CM084278_1_23536923.1, CM084271_1_44091708.1, CM084279_1_1072330.1, CM084264_1_68634780.1, CM084267_1_6421241.1, CM084269_1_43524068.1, CM084277_1_29780093.1, CM084275_1_29098881.1, CM084264_1_70175564.1, CM084270_1_8242309.0","30","-0.51","-0.45","0.96","1, 4","3","FALSE"
"107","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F2-J65-pH75.bam","CM084268_1_28845446.0, CM084278_1_20734376.0, CM084265_1_71831292.1, CM084279_1_31409578.0, CM084268_1_50219223.0, CM084276_1_38775936.0, CM084264_1_70182858.0, CM084272_1_1327530.0, CM084266_1_50301498.0, CM084271_1_43868201.0, CM084278_1_22667296.1, CM084265_1_72368245.1, CM084266_1_70743731.0, CM084266_1_57882573.1, CM084279_1_1072380.0, CM084268_1_282153.1, CM084267_1_2081902.0, CM084270_1_47103324.0, CM084273_1_32683016.1, CM084266_1_68960355.0, CM084271_1_3814120.1, CM084269_1_47563826.1, CM084267_1_2104179.0, CM084275_1_40706380.0, CM084265_1_69913596.0, CM084278_1_8558566.1, CM084267_1_2908957.0, CM084274_1_4778496.1, CM084270_1_1391764.1, CM084274_1_4864007.1","30","-0.2","-0.51","0.71","1, 4","3","FALSE"
"108","adapter_trim.F1-B20-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F2-J25-pH75.bam","CM084265_1_794877.0, CM084269_1_1567360.1, CM084278_1_22657588.1, CM084275_1_1304704.1, CM084264_1_73291573.0, CM084276_1_38285682.0, CM084265_1_59221155.0, CM084278_1_20742383.1, CM084274_1_42859637.1, CM084279_1_32640622.1, CM084279_1_992716.1, CM084265_1_67424061.0, CM084268_1_24031246.1, CM084271_1_257149.0, CM084276_1_12392691.0, CM084271_1_1033792.1, CM084277_1_30168398.0, CM084273_1_31862599.0, CM084269_1_4625304.0, CM084275_1_25393422.0, CM084264_1_69862119.1, CM084265_1_59221213.1, CM084278_1_22667320.1, CM084272_1_33503437.0, CM084278_1_17460152.0, CM084274_1_4694202.0, CM084278_1_20735956.0, CM084276_1_38787722.0, CM084271_1_3823416.0, CM084265_1_71825876.0","30","-0.15","-0.02","0.17","3","3","TRUE"
