"","Airradians_TranscriptID","Airradians_NCBI_refseq","Airradians_gene_id","blastxEval_CvirgTranscriptID","blastxEval_CvirgProteinID","blastxEval_CvirgGeneID","blastxEval_CvirgGOterms","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Ai1","Ai2","Ai3","Ai4","Ai5","Ai6","Ai7","Ai8","Ai9","Ai10","Ai11","Ai12","Ai13","Ai14","Ai15","Ai16","Ai17","Ai18","Ai19","Ai20"
"2289","rna-XM_069274038.1","NC_091140.1","LOC138327721","XM_022469601.1","LOC111125622","hsc70-interacting protein-like","GO:0003674",91.9459517985859,1.85708973863478,1.25187624855782,1.483445141462,0.137956181443991,0.533801489142349,0,0,86.0139687300742,122.31903386841,0,0,126.901396987213,62.4832225382099,0,0,0,162.126807576181,152.247144322249,203.397253682452,150.262847900602,194.340781936056,150.736671292414,233.725669021223,61.3995447922271,132.964693324404
"3041","rna-XM_069284149.1","NC_091144.1","LOC138335178","XM_022479859.1","LOC111132132","nucleolar protein 14-like","GO:0032991",109.448687645302,1.68844229086334,1.13628444932031,1.48593276258714,0.13729690662152,0.533801489142349,0,0,55.0875979507217,125.057519701285,0,0,56.4006208832058,123.013844372101,0,158.603202861816,0,233.006366667276,256.097845416233,97.0179369029271,152.177024306979,208.803351754553,133.884124191399,229.476111402656,164.024498230664,196.323708264221
"1885","rna-XM_069269016.1","NC_091138.1","LOC138324026","XM_022461940.1","LOC111120907","myosin heavy chain, striated muscle-like","GO:0005856;GO:0008092;GO:0032991;GO:0043167",609.137178944737,-0.571835922740391,0.385993321157911,-1.48146584771204,0.138482479166118,0.534439789967017,1088.59470446188,1517.93145420548,191.356919197244,349.613357997022,154.082393380929,1009.3014899799,719.107916260874,493.031677840563,731.01472685627,1029.52956243635,350.394691903553,321.809492425084,547.484764019743,1034.00695909699,378.049840259476,567.655865376015,742.448325061395,444.503726902181,376.291495940935,136.534215292845
"2404","rna-XM_069275893.1","NC_091141.1","LOC138329136","XM_022480126.1","LOC111132297","60S ribosomal protein L15-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",1709.26221247884,-0.474342386495728,0.320144619733952,-1.48165034567789,0.138433355550434,0.534439789967017,1811.9758672974,1182.37480549513,1906.80404836445,1447.74617697984,2576.0650143374,2385.4470990581,2283.14051844516,3431.69573784075,1892.39903511114,960.894258273929,434.925707070948,1659.55933182252,1247.21667236174,1217.83041849201,514.913453315438,1694.83240060514,539.281507232489,2696.76926474306,1945.48843355943,2355.88449917065
"214","rna-XM_069248256.1","NC_091134.1","LOC138307479","XM_022437694.1","LOC111104007","src substrate cortactin-like","GO:0016491",170.562373488349,0.350704973533856,0.236991094872903,1.47982342425962,0.138920375699491,0.534809229601734,159.707529457191,221.942980249366,114.040992248862,74.8519460985792,199.825603915892,90.2705423959184,202.825309714606,87.8670316943577,117.453205514077,231.876027575755,170.42543380523,202.047478788407,255.089586182311,115.740696656124,274.684314315113,180.782122731215,125.457850640891,234.575580544937,194.724270626777,157.058966611377
"2501","rna-XM_069277281.1","NC_091141.1","LOC138329972","XM_022434330.1",NA,NA,NA,155.542183814346,-0.424239792975727,0.286593514821818,-1.4802839947006,0.138797472754755,0.534809229601734,95.1199256325918,186.273572709289,115.973890422572,183.478550802615,299.738405873838,168.056860843465,188.725154493804,133.753148245856,287.49739857177,123.358046670302,177.242451157439,152.350316667065,236.940919971712,124.251041998486,106.236790553929,61.4659217286131,62.7289253204457,122.38725941475,68.4166356256245,216.848459582753
"72","rna-XM_069245580.1","NC_091145.1","LOC138305163","XM_022444280.1",NA,NA,NA,264.268122044431,-0.294045675180428,0.199742813679615,-1.47212142336232,0.140988091281267,0.53486501619568,310.020498358077,240.43822860348,312.16305505409,233.68412440532,279.274338002933,246.803504210117,301.526396260216,336.823621495038,318.17547463888,332.046471488481,229.051783034229,156.423854545864,173.420588234615,232.332427846483,294.783166582072,166.319552912718,218.146859696475,209.078234833531,531.544630629852,163.305630056148
"538","rna-XM_069254401.1","NC_091135.1","LOC138314195","XM_022449758.1","LOC111112319","ADP-ribosylation factor 2","GO:0043167",108.985349526773,0.448616159093162,0.303958307644085,1.4759134651403,0.13996712425948,0.53486501619568,95.1199256325918,114.934757629136,83.1146214695099,87.6315466519951,68.6148158024448,76.8259935284412,146.4246888314,26.3601095083073,117.453205514077,105.735468574544,110.435681105789,291.665312121975,164.346255129315,139.569663614737,105.27970235074,127.451396525507,44.0038729859843,80.7415947527863,82.4508172924193,111.547561513762
"1424","rna-XM_069264372.1","NC_091137.1","LOC138321003","XM_022481123.1","LOC111133037","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-like","GO:0005739;GO:0006091;GO:0032991",341.465266087364,0.190846461239448,0.129638295019488,1.47214572060485,0.140981531331875,0.53486501619568,351.121700791913,342.162094551106,290.901175143285,429.029447150393,260.014038830317,291.938775408077,249.464284675718,317.297614451847,309.410310048277,345.959033143026,455.376759127575,329.956568182681,362.973324211985,462.111752090258,261.285079470473,424.837988418355,437.229972009674,339.114697961702,269.280860731625,299.839845348992
"2315","rna-XM_069274368.1","NC_091140.1","LOC138327914","XM_022466695.1","LOC111123952","cyclin-I-like","GO:0007049",1285.90480287497,-0.165094939952027,0.111833907408273,-1.47625119946238,0.139876469477842,0.53486501619568,1346.94511976028,1155.95302213211,1868.14608489026,1441.35637670313,1404.79807090269,1240.73979548433,1431.70806857369,1148.12921413961,1493.58404623871,1061.06470218665,1285.68947262666,1226.13490151836,1024.39138166493,930.180745920169,1666.29056175126,1119.94525031988,1335.0962314471,1083.63719273476,1320.09021303288,1134.21560547193
"2995","rna-XM_069283519.1","NC_091144.1","LOC138334792","XM_022481588.1","LOC111133323","yolk ferritin-like","GO:0006810;GO:0042592;GO:0043167",538.60306646957,0.653395512510848,0.443434038588302,1.47348975417172,0.140619024548204,0.53486501619568,197.285771682413,1035.73390783037,34.7921671267716,143.31409192045,654.850171868947,325.55014757677,327.557452052465,214.786077475097,458.418108088524,794.871022529688,1143.89551170071,729.163280304937,1027.4161593667,733.591768511606,423.990074012526,456.474859896318,514.938939197689,802.316478385582,619.258266047319,133.857073816514
"3129","rna-XM_069285199.1","NC_091134.1","LOC138335969","XM_022432474.1","LOC111100516","taurocyamine kinase-like","GO:0016301",1343.54752963249,0.318028424523462,0.215042337385685,1.47891075027271,0.139164169780094,0.53486501619568,1588.85505408514,710.745972465231,1169.40339509427,2136.01894964238,1408.40937699755,1087.08780842744,1219.12111293699,793.732186305698,1164.01385763205,682.643025183023,1642.90118188242,1493.35898636754,1206.88630300485,1716.53665555442,1347.58019008947,1372.13631152992,2769.43524026684,1069.18869683163,1056.94930678048,1235.94698157248
"482","rna-XM_069252192.1","NC_091149.1","LOC138310860","XM_022453232.1","LOC111114768","actin-related protein 3","GO:0005856;GO:0007010;GO:0032991;GO:0043167;GO:0065003",219.646282038064,0.668206014361903,0.45564123145871,1.4665178834292,0.142507252830897,0.538840772215277,95.1199256325918,0,186.52467376297,234.596953016279,229.919821373104,244.882854371906,78.0931673767465,212.833476770777,184.068456402658,230.021019355149,310.85599126074,325.068322728123,340.791621065697,97.8689714371633,271.813049705547,347.101675643933,181.633007644276,379.910451099952,199.987088751826,241.835113361836
"608","rna-XM_069255277.1","NC_091134.1","LOC138314764","XM_022483244.1",NA,NA,NA,550.69514569837,-0.301529074903209,0.20597617677278,-1.46390266887921,0.143220544076788,0.538840772215277,620.040996716154,375.18932375488,676.514360798337,671.841857665296,541.695914229827,543.543904213721,687.65372384524,727.34376235885,809.024691712634,427.579394849692,373.572550901065,580.88650151667,360.95680574414,205.099322750925,659.433771996908,434.781005168572,348.285973420982,680.779130494545,605.224084380525,684.455837448444
"2069","rna-XM_069271190.1","NC_091139.1","LOC138325496","XM_022457218.1","LOC111117966","translation initiation factor eIF-2B subunit beta-like","GO:0008150",70.3523023209641,0.576124148296578,0.392715643520758,1.46702622572285,0.142368921250898,0.538840772215277,35.2296020861451,63.4122800712474,66.6849869929789,90.37003248487,0,87.3895676386019,53.1467389091747,26.3601095083073,79.7629977744851,62.1427753903023,54.5361388176737,101.838446969963,93.7681087547627,96.1669023686909,59.3394685976899,131.067038980131,94.5615142890301,69.6927449445103,69.2937719797992,72.2828198609178
"2526","rna-XM_069277614.1","NC_091141.1","LOC138330180","XM_022475338.1","LOC111129163","UDP-N-acetylhexosamine pyrophosphorylase-like","GO:0016779",113.515397545555,2.30185099452653,1.57157172661251,1.46468083864561,0.1430080151266,0.538840772215277,0,0,0,85.8058894300786,0,218.954081556057,0,0,0,77.9103452654537,0,277.81528333406,199.635328316591,249.353118531207,205.773963685537,89.4871507519514,223.764375396814,336.564963390562,305.243451252786,0
"2700","rna-XM_069279981.1","NC_091142.1","LOC138332042","XM_022488505.1","LOC111137181","myb-binding protein 1A-like protein","GO:0003677;GO:0005730;GO:0008134;GO:0009058;GO:0032991;GO:0034641",84.0520122000682,2.47884667987443,1.6941372521047,1.463191176981,0.143415074370797,0.538840772215277,0,0,147.866710288779,107.713776093077,0,0,0,0,0,0,0,225.673998485439,214.759216825424,70.6358663416048,159.833729932487,208.803351754553,0,199.729208072682,166.655907293188,179.368478914129
"2717","rna-XM_069280147.1","NC_091142.1","LOC138332161","XM_022433310.1","LOC111101051","GPN-loop GTPase 1-like","GO:0003924",91.6068578965206,-0.259403825716812,0.177000473432612,-1.46555441737602,0.14276971709843,0.538840772215277,88.0740052153628,136.072184319552,92.7791123380576,102.236804427328,101.116570656234,71.0640440138081,78.0931673767465,74.1988267641243,131.477468859041,125.213054890908,36.8118937019297,107.541400000281,79.6524794798522,71.486900875841,80.3954090678379,111.181005479697,89.8802512054148,88.3907984662082,74.5565901048472,91.9151906873399
"3172","rna-XM_069285593.1","NC_091134.1","LOC138336199","XM_022436736.1","LOC111103452","alpha-taxilin-like","GO:0003674",682.391223411659,-0.482827296313543,0.329873089907772,-1.46367591381441,0.143282519600626,0.538840772215277,497.911709484184,1235.21837222117,364.351305744247,410.772874931227,796.89487826699,1028.50798836201,843.840058598733,703.912553907021,764.32235230056,1310.56330785817,214.054344859369,506.748112122537,118.974589602817,530.194514829154,825.010031148527,798.153071858314,403.524877807643,715.625502966801,1093.78903365582,485.454987707892
"526","rna-XM_069253860.1","NW_027188136.1","LOC138313389","XM_022482198.1","LOC111133661","uracil-DNA glycosylase-like","GO:0006259;GO:0006950;GO:0016798",461.788283727485,1.51303328521946,1.0388770280315,1.45641230327944,0.145278676456469,0.540673313920911,540.187231987559,311.777043683633,0,707.442173492669,240.753739657701,0,228.856365506854,276.292999661147,91.1577117422687,0,173.152240746114,490.453960607343,406.328471270638,0,1232.72960570685,1589.97876942104,1410.93269340167,588.13877440977,469.26794948345,478.315943771012
"532","rna-XM_069254324.1","NC_091135.1","LOC138314149","XM_022451404.1","LOC111113278","dipeptidase 1-like","GO:0008233",205.443827581138,0.614135468112362,0.421866377515649,1.45575827049545,0.145459455216726,0.540673313920911,191.414171334722,0,201.021410065791,234.596953016279,136.025862906601,137.326463432089,263.56443989652,226.501681701011,130.600952399981,102.025452133332,301.312166967647,191.456280303531,343.816398767463,219.56690983294,301.482784004392,231.401117095955,328.624668469798,169.982304742708,196.478543335127,201.677991216882
"684","rna-XM_069256315.1","NC_091134.1","LOC138315353","XM_022489562.1",NA,NA,NA,276.375888154158,-0.22557828396085,0.154624221385588,-1.45888064586158,0.144597960926106,0.540673313920911,172.625050222111,340.841005382955,265.773498885061,287.541012451859,426.134119194131,378.368018127573,352.503880520036,183.544466205992,319.928507557001,252.281118002421,260.410062854392,205.306309091446,297.436474007043,234.034496914956,301.482784004392,263.941899187574,244.361932964721,274.521422159473,270.157997085799,196.323708264221
"1333","rna-XM_069263433.1","NC_091137.1","LOC138320469","XM_022471177.1","LOC111126492","glutamine synthetase-like","GO:0006520;GO:0009058;GO:0016874;GO:0071554",567.232355561864,0.232586278657575,0.159756166365703,1.45588294930134,0.145424979931351,0.540673313920911,388.699943017135,558.820718127868,400.109921957873,915.567096791157,641.608716187773,403.336466024316,458.797358338386,462.766366923617,470.689338515368,513.837277107873,884.848852316755,612.660096971299,704.773204511603,551.470378185059,555.111157849357,708.665921106363,522.428960131473,534.594348415817,606.101220734699,449.759768023489
"1445","rna-XM_069264655.1","NC_091137.1","LOC138321173","XM_022464503.1","LOC111122651","proteasome subunit beta type-1-like","GO:0005622;GO:0008233;GO:0009056;GO:0032991",286.319138797544,0.284870454701417,0.195370214741813,1.45810585855106,0.144811366817511,0.540673313920911,224.295133281791,309.134865347331,283.169582448447,373.346901881938,225.10474657995,201.668233012158,288.510868364091,213.809777122937,227.017762896611,235.586044016967,384.479778664599,424.462646970807,225.850068398568,479.983477309218,150.262847900602,299.194413120161,283.68454286709,413.05700052478,199.987088751826,283.776996491011
"1996","rna-XM_069270416.1","NC_091139.1","LOC138325053","XM_022458716.1","LOC111118983","40S ribosomal protein S7-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",9499.08600167477,-0.204718881118577,0.140691856734191,-1.45508692450731,0.145645198557856,0.540720772793179,11278.1699478446,13741.9695271066,6862.7549657557,9855.81051251658,7720.97243082247,11849.449176843,7929.7103707138,11794.6845544393,11101.9574704575,9584.82747587141,8552.62997008167,8185.36701365777,8050.9499828686,10327.3040729563,8363.03671946151,6415.05362511716,6716.67627237131,8307.88514429985,12704.442953866,10638.0678464445
"2556","rna-XM_069278038.1","NC_091141.1","LOC138330428","XM_022479178.1","LOC111131563","troponin T-like","GO:0005737;GO:0005856;GO:0008150;GO:0032991",123.244389310423,-1.81121355234873,1.24825010903731,-1.45100211827388,0.146779270362319,0.544284696503689,0,620.911909030964,324.726893183202,0,170.935155156968,80.6672932048633,511.944097247561,50.7676183122955,52.5909875436165,105.735468574544,92.7114359900452,0,0,214.460702627523,107.193878757117,0,28.0875785016921,40.7957531382499,0,63.3590149398168
"2199","rna-XM_069272717.1","NC_091140.1","LOC138326707","XM_022467766.1","LOC111124673","eukaryotic translation initiation factor 5B-like","GO:0003924;GO:0043167",130.242195996684,0.314438255185977,0.217331967889967,1.44681087756576,0.147949899388979,0.546680124692611,95.1199256325918,157.209611009968,120.806135856846,72.1134602657043,109.542951544254,103.715091263396,175.70962659768,123.013844372101,81.5160306926056,123.358046670302,128.159926221533,237.079904546074,206.693142954047,82.5503498209116,166.533347354807,122.931843457226,79.581472421461,164.032924076713,105.256362500961,149.919922674496
"2251","rna-XM_069273661.1","NC_091140.1","LOC138327509","XM_022464900.1","LOC111122880","pre-mRNA 3'-end-processing factor FIP1-like","GO:0005654;GO:0006397;GO:0032991",90.0414693286724,0.89550005994722,0.619785971764305,1.44485370876991,0.148498981243254,0.547414876611334,41.101202433836,112.292579292834,66.6849869929789,81.2417463752872,123.988175923716,40.3336466024316,0,0,111.317590300655,52.8677342872721,96.8016464013708,226.488706061198,81.6689979476965,98.7200059713995,51.6827629721815,142.81787695766,213.46559661286,68.8428334207967,128.939044063677,61.5742539555966
"1293","rna-XM_069263079.1","NC_091136.1","LOC138319973","XM_022467836.1","LOC111124711","histone H1.0-like","GO:0003677;GO:0005634;GO:0005694;GO:0032991;GO:0051276;GO:0065003",68.9227855035653,0.491789191513588,0.340833610106273,1.44290110168491,0.149048332783169,0.548147162682573,43.4498425729123,48.8802992215865,65.7185379061241,39.2516302712062,46.9469792332517,92.1911922341294,107.378105143026,78.1040281727624,30.6780760671096,20.4050904266664,68.1701735220921,50.5118696971018,131.073700409883,64.6786246019514,82.309585474215,103.045809956793,20.5975575679076,152.984074268437,50.8739085421311,81.2066247820188
"3257","rna-XR_011208864.1","NC_091139.1","LOC138326058","XM_022457443.1","LOC111118127","calcium and integrin-binding protein 1-like","GO:0043167",189.051774245979,-0.216600707224829,0.150298500920874,-1.44113684366593,0.149546026531023,0.549331232592217,159.707529457191,170.420502691477,217.451044542323,211.776237742322,217.882134390219,220.874731394268,170.286489974295,196.236370784065,291.879980867072,174.370772736968,192.2398893323,180.050374242895,159.304958959704,146.377939888627,138.777789462339,113.892737320665,150.736671292414,181.031154550984,228.055452085415,259.682723204038
"176","rna-XM_069247538.1","NC_091147.1","LOC138306948","XM_022432753.1",NA,NA,NA,156.806598918008,-0.669970327562479,0.465446029068756,-1.43941571250039,0.150032775199832,0.550472365345863,209.028972377794,183.631394372987,157.531201157327,152.442378030033,68.6148158024448,175.739460196309,175.70962659768,370.017833468462,202.475302042924,230.948523465452,0,177.606251515616,227.866586866412,194.035873805854,128.249819227265,114.796647934321,63.6651779371688,45.8952222805312,155.253134688917,102.623756592661
"1410","rna-XM_069264252.1","NC_091137.1","LOC138320935","XM_022488927.1","LOC111137463","angiotensin-converting enzyme-like","GO:0005575;GO:0008233",144.099524914823,-0.67656035662588,0.47123983452925,-1.43570281426174,0.151086924098448,0.551220265460212,217.249212864562,89.8340634342672,95.6784595986219,270.197268843652,162.508774268948,227.597005828007,132.324533610598,234.312084518287,190.20407161608,152.110674089695,226.324976093346,67.6207287880556,136.114996579494,99.5710405056357,120.593113601757,0,125.457850640891,40.7957531382499,159.638816459791,133.857073816514
"1674","rna-XM_069267512.1","NC_091138.1","LOC138323131","XM_022459621.1","LOC111119432","alpha-L-fucosidase-like","GO:0005975;GO:0016798;GO:0044281",294.992289144512,-0.649766656461098,0.452500430026781,-1.43594704743737,0.151017409593104,0.551220265460212,361.690581417757,256.291298621292,490.956136122222,459.152791312016,213.067059597065,380.288667965784,311.288042182309,452.027063049862,333.076254442905,345.959033143026,0,322.624200000844,77.6359610120078,291.904845243017,251.714197438588,186.205586413151,202.230565212183,298.318944823453,325.417587398804,339.996967493947
"2245","rna-XM_069273499.1","NC_091140.1","LOC138327424","XM_022464806.1","LOC111122819","60S ribosomal protein L21-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",6716.17223180132,-0.187776386309733,0.13088987871157,-1.43461349462718,0.151397267002256,0.551220265460212,8370.55345566808,9834.18776771595,5249.75143979509,6301.25590144503,6036.90002191685,6192.17507839236,5143.3027736185,6793.09785032601,7984.18842558005,9622.85514439383,5307.72971043009,6038.61255153094,5527.27712036139,5736.82379528624,5909.06256648608,5753.39105592092,7018.14961495614,5595.81747212995,7710.90568954955,8197.40720052334
"2271","rna-XM_069273797.1","NC_091134.1","LOC138327578","XM_022432881.1","LOC111100788","protein quaking-B-like","GO:0003723;GO:0006412",568.877453008248,-0.20319077324996,0.141450325098758,-1.43648148640235,0.15086538071614,0.551220265460212,730.427083252742,412.179820463108,843.710052824211,795.073720144664,524.843152453788,609.806323632002,560.752326858027,560.39640213957,536.428072944889,513.837277107873,519.456722238342,458.680365152714,445.650581393603,370.200022392748,684.31806527981,653.527373673342,460.636287427751,483.599656993004,593.821311776254,620.204442016517
"2272","rna-XM_069273797.1","NC_091134.1","LOC138327578","XM_022432881.1","LOC111100788","protein quaking-B-like","GO:0003723",568.877453008248,-0.20319077324996,0.141450325098758,-1.43648148640235,0.15086538071614,0.551220265460212,730.427083252742,412.179820463108,843.710052824211,795.073720144664,524.843152453788,609.806323632002,560.752326858027,560.39640213957,536.428072944889,513.837277107873,519.456722238342,458.680365152714,445.650581393603,370.200022392748,684.31806527981,653.527373673342,460.636287427751,483.599656993004,593.821311776254,620.204442016517
"2574","rna-XM_069278457.1","NC_091134.1","LOC138330991","XM_022435995.1","LOC111103015","agrin-like","GO:0003674",65.6037727506066,-0.98524112222375,0.686857429386712,-1.43441867274183,0.151452822150229,0.551220265460212,77.5051245895193,142.677630160307,24.1612271713692,79.4160891533706,57.7808975178482,42.2542964406427,54.2313662338518,159.136957402003,92.0342282013289,142.835632986665,12.2706312339766,82.2854651517303,18.1486662105992,57.8703483280618,0,0,90.8165038221378,9.34902676084894,65.7852265631005,103.516137084771
"2832","rna-XM_069281582.1","NC_091143.1","LOC138333295","XM_022476575.1",NA,NA,NA,220.952056193005,-0.192715036981926,0.134356574561526,-1.43435509286281,0.151470955863827,0.551220265460212,236.038333977172,311.777043683633,229.04843358458,165.221978583449,292.515793684107,266.010002592228,225.602483532823,240.169886631244,227.894279355672,164.168227523635,218.144555270695,173.532713636817,205.684883720125,159.994492436406,230.65825696844,254.902793051013,164.78046054326,220.127084641807,258.755224481529,174.014195961469
"140","rna-XM_069246843.1","NC_091146.1","LOC138306394","XM_022489438.1","LOC111137788","uncharacterized","GO:0003674",144.358991852983,1.15103155488458,0.805520417626274,1.4289290869578,0.153024616272212,0.552560439814378,89.248325284901,257.612387789443,141.101566680796,205.386437465614,0,0,71.5854034286843,0,64.8622179704604,66.7802959418174,218.144555270695,134.426750000351,79.6524794798522,56.1682792595893,402.934133542378,181.686033344871,247.170690814891,177.63150845613,348.223132607345,144.565639721836
"368","rna-XM_069250342.1","NC_091148.1","LOC138309194","XM_022481772.1",NA,NA,NA,582.250766514789,0.163476930940173,0.114486769187061,1.42791112109267,0.153317442209186,0.552560439814378,507.30627004049,590.526858163492,633.990600976727,681.882972385837,595.86550565281,479.202134633652,415.412265351305,597.495815521632,490.849217073754,502.707227784237,454.013355657133,720.20149697158,542.443467850132,815.291083798282,645.07744894908,620.082680968067,719.042009643318,577.939836125207,564.87581208849,490.809270660553
"1100","rna-XM_069260968.1","NC_091136.1","LOC138318528","XM_022475949.1","LOC111129512","cilia- and flagella-associated protein 70-like","GO:0003674",603.563559875782,-0.241095753779437,0.168408698075296,-1.43161105414901,0.152255164286804,0.552560439814378,661.14219914999,438.601603826128,840.810705563647,816.068778196705,633.182335299754,597.32209968363,561.836954182704,611.164020451866,1055.32581670857,320.916422164845,740.32808444992,518.968725758933,478.923136113035,479.132442774982,507.256747689929,484.496088919656,593.584159002427,594.938066599478,542.947403234123,594.325407745324
"1666","rna-XM_069267454.1","NC_091138.1","LOC138323104","XM_022457729.1","LOC111118324","glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2-like","GO:0003674;GO:0008150",249.723566331464,0.645673691002785,0.45253699488719,1.42678653523949,0.153641433449623,0.552560439814378,105.688806258435,0,356.619713049409,278.412726342276,198.621835217603,265.049677673122,227.771738182177,253.838091561478,183.191939943598,77.9103452654537,278.134307970136,382.912560607062,300.461251708809,235.736565983428,349.337194163819,345.293854416621,166.652965776707,356.112928435973,357.871632503267,274.85319156991
"1720","rna-XM_069267828.1","NC_091138.1","LOC138323309","XM_022485953.1",NA,NA,NA,322.906174520672,-0.337955183228059,0.236688981934854,-1.42784501612787,0.153336472550423,0.552560439814378,318.240738844844,179.668126868534,586.634595720843,333.182442999773,390.021058245476,358.201194826357,351.419253195359,278.245600365466,601.290290915349,207.760920707876,320.399815553833,250.11522575823,165.354514363237,133.612421875084,349.337194163819,261.230167346606,269.640753616244,373.111158910244,371.028677815887,359.629338320369
"1774","rna-XM_069268183.1","NC_091138.1","LOC138323528","XM_022460014.1","LOC111119636","calcium uptake protein 1, mitochondrial-like","GO:0043167;GO:0055085",68.6007447418198,-0.326841736580613,0.228461859908491,-1.43061838291751,0.152539616008731,0.552560439814378,78.6794446590574,87.1918850979652,101.477154119751,31.0361727725816,51.7620540264057,93.151517153235,55.3159935585288,82.0092295814005,90.2811952832084,91.822906919999,70.8969804629758,39.1059636364659,56.462517099642,66.3806936704238,58.3823803945013,50.6189943647402,73.0277041043995,39.9458416145364,46.4882267712577,107.978039545322
"2390","rna-XM_069275662.1","NC_091141.1","LOC138328955","XM_022460725.1","LOC111120067","60S ribosomal protein L27a-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",11666.3488185015,-0.166265652521292,0.116773347170039,-1.42383220615562,0.154495050334921,0.552560439814378,11882.9447836567,15177.9934528867,9358.12650801471,12505.7519701285,11487.5646877672,12077.046182671,9639.08303440481,12057.3093491702,12264.2182951714,16930.6600294713,8754.41368370707,12386.8139818506,10186.4430403158,12464.2517884234,9314.38239343093,8913.46256126255,13757.2959501288,9236.83843971875,12211.4923228198,12720.8839150294
"2668","rna-XM_069279711.1","NC_091142.1","LOC138331874","XM_022487498.1","LOC111136557","NADPH--cytochrome P450 reductase-like","GO:0016491;GO:0043167",120.425016077992,2.04443250025759,1.42723389145637,1.43244391300953,0.152016818736313,0.552560439814378,0,262.896744462047,0,207.21209468753,0,0,0,0,0,0,148.610978278161,262.335839394625,235.93266073779,177.866217655366,183.760935012201,174.454748435622,187.250523344614,296.619121776025,189.461452501729,82.0990052741289
"2847","rna-XM_069281737.1","NC_091143.1","LOC138333390","XM_022477808.1","LOC111130641","tubulin-specific chaperone A-like","GO:0005856;GO:0006457;GO:0008092;GO:0032991;GO:0065003",120.545268433409,0.225600369256468,0.158512145864692,1.42323711552705,0.154667429570563,0.552560439814378,93.9456055630537,108.329311788381,139.168668507086,92.1956897067866,123.988175923716,122.921589645506,118.224378389797,104.46413768107,97.2933269556906,111.300493236362,125.433119280649,139.31499545491,134.09847811165,97.0179369029271,145.477406884659,133.778770821099,70.2189462542303,206.52850026239,101.747817084262,145.458020213946
"2911","rna-XM_069282313.1","NC_091134.1","LOC138333746","XM_022435619.1",NA,NA,NA,97.7437074843488,-0.280666292896155,0.197143342738706,-1.42366609491932,0.154543152899283,0.552560439814378,123.303607301508,85.8707959298142,177.826631981277,86.7187180410369,65.0035097075793,81.6276181239688,119.309005714474,90.7959327508363,130.600952399981,110.372989126059,98.1650498718126,102.653154545723,63.5203317370973,68.0827627388962,77.5241444582722,78.6402233880785,112.350314006768,73.942302563078,65.7852265631005,142.780878737615
"63","rna-XM_069245453.1","NC_091134.1","LOC138305043","XM_022435342.1",NA,NA,NA,137.460018782492,-0.407473715085886,0.287798983971316,-1.41582749689797,0.15682601681921,0.552678037654016,150.312968900886,149.283076001062,268.672846145625,142.401263309492,221.493440485085,145.009062784933,88.9394406235169,178.662964445194,90.2811952832084,133.560591883635,44.9923145245808,197.159233333849,69.5698871406304,156.590354299461,123.464378211322,92.1988825929196,184.441765494445,50.9946914228124,171.041589064061,90.1304297031197
"65","rna-XM_069245500.1","NC_091134.1","LOC138305097","XM_022483137.1","LOC111134248","catalase-like","GO:0006520;GO:0006950;GO:0009056;GO:0016491;GO:0034641;GO:0051186",131.557356389012,-0.41839936846688,0.295913252104493,-1.41392575523834,0.157383702926893,0.552678037654016,216.074892795023,47.5592100534356,234.847128105708,72.1134602657043,162.508774268948,242.00187961459,158.355589402847,129.847946837217,127.9714030228,113.155501456968,156.791399100812,65.9913136365362,88.7268125851518,159.994492436406,112.936407976248,116.604469161634,43.0676203692612,83.2913293239269,133.32472583455,165.982771532478
"154","rna-XM_069247315.1","NC_091147.1","LOC138306829","XM_022486082.1","LOC111135757","uncharacterized","GO:0008233;GO:0043167",363.345375596769,-0.275326317327693,0.194914057830483,-1.41255238535512,0.157787377547187,0.552678037654016,386.351302878058,393.684572108994,311.196605967235,530.353422966762,311.776092856723,392.772891914156,413.24301070195,352.44442712959,390.926340740883,496.214699012116,294.495149615438,457.050950001195,403.303693568872,383.816574940527,219.173198530177,219.650279118426,434.421214159505,140.235401412734,280.683633335895,455.114050976149
"657","rna-XM_069255891.1","NC_091135.1","LOC138315126","XM_022484595.1",NA,NA,NA,102.291918169743,0.835594744556903,0.594682532659989,1.40511062401535,0.159988385411328,0.552678037654016,0,107.00822262023,95.6784595986219,84.8930608191203,96.3014958630804,94.1118420723405,106.293477818349,82.98552993356,67.4917673476412,0,136.340347044184,140.944410606429,205.684883720125,97.8689714371633,139.734877665528,162.703910458093,30.8963363518613,168.282481695281,92.9764535425154,135.641834800735
